Month,state,district,demo_age_5_17,demo_age_17_,total_demo_updates,youth_update_share,adult_update_share,adult_update_dominance,youth_update_rate,state_avg_demo_updates,DUII
Feb-25,Gujarat,Rajkot,121,2127,2248,0.053825623,0.946174377,17.5785124,0.053825623,995.5384615,2.258074486
Jan-25,Tripura,Sepahijala,238,4181,4419,0.053858339,0.946141661,17.56722689,0.053858339,4924.444444,0.897360108
Apr-25,Bihar,Samastipur,390,6851,7241,0.053859964,0.946140036,17.56666667,0.053859964,4020.304348,1.801107422
Apr-25,Punjab,Fazilka,40,702,742,0.053908356,0.946091644,17.55,0.053908356,714.4074074,1.038623049
Aug-25,Chhattisgarh,Uttar Bastar Kanker,46,807,853,0.053927315,0.946072685,17.54347826,0.053927315,1632.435897,0.522532003
Oct-25,Karnataka,Mysore,37,649,686,0.05393586,0.94606414,17.54054054,0.05393586,709.5192308,0.966851877
Nov-25,Punjab,Jalandhar,91,1595,1686,0.053973903,0.946026097,17.52747253,0.053973903,774.037037,2.178190344
Jan-25,Dadra and Nagar Haveli and Daman and Diu,Daman,35,613,648,0.054012346,0.945987654,17.51428571,0.054012346,292.3333333,2.216647662
Jan-25,Punjab,Faridkot,339,5936,6275,0.054023904,0.945976096,17.51032448,0.054023904,15558.59259,0.403314115
Sep-25,Punjab,Mansa,14,245,259,0.054054054,0.945945946,17.5,0.054054054,488.8888889,0.529772727
Nov-25,Tripura,North Tripura,18,315,333,0.054054054,0.945945946,17.5,0.054054054,374.1111111,0.89010989
Mar-25,Sikkim,North Sikkim,2,35,37,0.054054054,0.945945946,17.5,0.054054054,101.4,0.364891519
Dec-25,Jharkhand,Hazaribag,14,245,259,0.054054054,0.945945946,17.5,0.054054054,1310.909091,0.197572816
Apr-25,Gujarat,Sabar Kantha,2,35,37,0.054054054,0.945945946,17.5,0.054054054,1195.102564,0.030959686
Aug-25,Jharkhand,Jamtara,66,1154,1220,0.054098361,0.945901639,17.48484848,0.054098361,1522.242424,0.801449218
Dec-25,Chhattisgarh,Korba,77,1344,1421,0.054187192,0.945812808,17.45454545,0.054187192,1259.666667,1.128076211
Dec-25,West Bengal,Barddhaman,431,7519,7950,0.054213836,0.945786164,17.44547564,0.054213836,3227.456522,2.463239999
Jan-25,Uttar Pradesh,Sambhal,1837,32040,33877,0.054225581,0.945774419,17.44148068,0.054225581,38974.28571,0.869214134
Dec-25,West Bengal,South 24 Parganas,681,11874,12555,0.054241338,0.945758662,17.43612335,0.054241338,3227.456522,3.89006015
Jun-25,Chhattisgarh,Raigarh,107,1865,1972,0.054259635,0.945740365,17.42990654,0.054259635,803.2051282,2.455163607
Apr-25,Gujarat,Surendra Nagar,49,854,903,0.054263566,0.945736434,17.42857143,0.054263566,1195.102564,0.755583686
Jan-25,Bihar,Supaul,1811,31562,33373,0.054265424,0.945734576,17.42794036,0.054265424,27246.78261,1.224841864
Aug-25,Maharashtra,Bhandara,60,1044,1104,0.054347826,0.945652174,17.4,0.054347826,3278.882353,0.336700095
Oct-25,West Bengal,Paschim Medinipur,615,10695,11310,0.054376658,0.945623342,17.3902439,0.054376658,3190.674419,3.544705136
May-25,Maharashtra,Raigarh,78,1356,1434,0.054393305,0.945606695,17.38461538,0.054393305,1259.88,1.138203638
Aug-25,West Bengal,Uttar Dinajpur,413,7174,7587,0.054435218,0.945564782,17.37046005,0.054435218,3444.666667,2.20253532
Aug-25,Jammu and Kashmir,Udhampur,23,399,422,0.05450237,0.94549763,17.34782609,0.05450237,487.173913,0.866220437
Aug-25,Chhattisgarh,Korba,100,1732,1832,0.054585153,0.945414847,17.32,0.054585153,1632.435897,1.122249274
Mar-25,Assam,South Salmara Mankachar,22,381,403,0.054590571,0.945409429,17.31818182,0.054590571,777.8648649,0.518084848
Jan-25,Jharkhand,Lohardaga,380,6580,6960,0.054597701,0.945402299,17.31578947,0.054597701,18322.24242,0.379866167
Jul-25,Chhattisgarh,Gariyaband,16,277,293,0.054607509,0.945392491,17.3125,0.054607509,390.6666667,0.75
Nov-25,Odisha,Khordha,13,225,238,0.054621849,0.945378151,17.30769231,0.054621849,683.0238095,0.348450518
Nov-25,Sikkim,East,13,225,238,0.054621849,0.945378151,17.30769231,0.054621849,72.8,3.269230769
Nov-25,Maharashtra,Nashik,410,7094,7504,0.054637527,0.945362473,17.30243902,0.054637527,3061.490196,2.451093918
Aug-25,Himachal Pradesh,Mandi,43,744,787,0.054637865,0.945362135,17.30232558,0.054637865,430.3571429,1.828713693
Nov-25,Maharashtra,Jalna,126,2179,2305,0.054663774,0.945336226,17.29365079,0.054663774,3061.490196,0.752901317
Apr-25,Bihar,Nalanda,395,6828,7223,0.054686418,0.945313582,17.28607595,0.054686418,4020.304348,1.796630149
Jun-25,Orissa,Balangir,11,190,201,0.054726368,0.945273632,17.27272727,0.054726368,44.39285714,4.52775543
Oct-25,Punjab,Kapurthala,22,380,402,0.054726368,0.945273632,17.27272727,0.054726368,596.9259259,0.673450394
Sep-25,Punjab,Barnala,11,190,201,0.054726368,0.945273632,17.27272727,0.054726368,488.8888889,0.411136364
Oct-25,Uttar Pradesh,Barabanki,11,190,201,0.054726368,0.945273632,17.27272727,0.054726368,2560.870588,0.078488933
Mar-25,Maharashtra,Ratnagiri,116,2003,2119,0.054742803,0.945257197,17.26724138,0.054742803,3640.86,0.58200535
Mar-25,Karnataka,Shimoga,30,518,548,0.054744526,0.945255474,17.26666667,0.054744526,796.4038462,0.688093111
Jan-25,Uttar Pradesh,Mahoba,469,8096,8565,0.054757735,0.945242265,17.26226013,0.054757735,38974.28571,0.219760282
Sep-25,Punjab,Amritsar,55,949,1004,0.054780876,0.945219124,17.25454545,0.054780876,488.8888889,2.053636364
Nov-25,West Bengal,Barddhaman,360,6210,6570,0.054794521,0.945205479,17.25,0.054794521,2751.222222,2.388029563
Nov-25,Chhattisgarh,Gariyaband,32,552,584,0.054794521,0.945205479,17.25,0.054794521,936.1794872,0.623812002
Jan-25,Jharkhand,East Singhbhum,1263,21771,23034,0.054831987,0.945168013,17.23752969,0.054831987,18322.24242,1.25716053
Jan-25,Madhya Pradesh,Narsimhapur,38,655,693,0.054834055,0.945165945,17.23684211,0.054834055,28101.38333,0.024660708
Nov-25,Maharashtra,Aurangabad,248,4274,4522,0.05484299,0.94515701,17.23387097,0.05484299,3061.490196,1.477058462
Jul-25,Chhattisgarh,Korba,31,534,565,0.054867257,0.945132743,17.22580645,0.054867257,390.6666667,1.446245734
Dec-25,Orissa,Khordha,9,155,164,0.054878049,0.945121951,17.22222222,0.054878049,45.53571429,3.601568627
Aug-25,Bihar,Supaul,267,4597,4864,0.054893092,0.945106908,17.21722846,0.054893092,4772.913043,1.019084143
Nov-25,Goa,North Goa,37,637,674,0.054896142,0.945103858,17.21621622,0.054896142,585.5,1.151152861
Oct-25,Uttarakhand,Champawat,19,327,346,0.054913295,0.945086705,17.21052632,0.054913295,698.8,0.495134516
Nov-25,Jharkhand,Kodarma,5,86,91,0.054945055,0.945054945,17.2,0.054945055,1015.575758,0.089604344
Oct-25,Punjab,Faridkot,20,344,364,0.054945055,0.945054945,17.2,0.054945055,596.9259259,0.609790904
Oct-25,Jharkhand,Simdega,45,774,819,0.054945055,0.945054945,17.2,0.054945055,1203.575758,0.68047233
Jan-25,Maharashtra,Sindhudurg,148,2545,2693,0.054957297,0.945042703,17.19594595,0.054957297,24049.42,0.111977752
Jul-25,West Bengal,Nadia,172,2957,3129,0.054969639,0.945030361,17.19186047,0.054969639,1605.4,1.949046966
May-25,Karnataka,Shimoga,17,292,309,0.055016181,0.944983819,17.17647059,0.055016181,478.7692308,0.645404884
May-25,Punjab,Mansa,17,292,309,0.055016181,0.944983819,17.17647059,0.055016181,586.5185185,0.526837585
May-25,Orissa,Ganjam,6,103,109,0.055045872,0.944954128,17.16666667,0.055045872,28.88461538,3.773635153
Aug-25,West Bengal,Kalimpong,6,103,109,0.055045872,0.944954128,17.16666667,0.055045872,3444.666667,0.03164312
Oct-25,West Bengal,Howrah,179,3072,3251,0.055059982,0.944940018,17.16201117,0.055059982,3190.674419,1.018906843
Mar-25,Punjab,Jalandhar,92,1578,1670,0.05508982,0.94491018,17.15217391,0.05508982,837.5555556,1.993897586
Jan-25,Uttar Pradesh,Shrawasti,1378,23628,25006,0.055106774,0.944893226,17.14658926,0.055106774,38974.28571,0.641602522
Apr-25,West Bengal,Bankura,395,6767,7162,0.055152192,0.944847808,17.13164557,0.055152192,3011.52381,2.378198033
Feb-25,Punjab,Ferozepur,25,428,453,0.055187638,0.944812362,17.12,0.055187638,528.2222222,0.857593605
Jan-25,Uttar Pradesh,Sitapur,3352,57386,60738,0.055187856,0.944812144,17.1199284,0.055187856,38974.28571,1.55841214
Jan-25,Uttar Pradesh,Chitrakoot,937,16040,16977,0.055192319,0.944807681,17.11846318,0.055192319,38974.28571,0.435594898
Mar-25,Maharashtra,Akola,99,1694,1793,0.055214724,0.944785276,17.11111111,0.055214724,3640.86,0.492466066
Feb-25,Maharashtra,Satara,67,1146,1213,0.055234955,0.944765045,17.10447761,0.055234955,1206.96,1.005004308
Oct-25,Chhattisgarh,Janjgir-champa,109,1864,1973,0.055245819,0.944754181,17.10091743,0.055245819,1136.666667,1.735777126
Jun-25,Bihar,Katihar,361,6170,6531,0.055274843,0.944725157,17.09141274,0.055274843,3243.978261,2.013268732
May-25,Assam,South Salmara Mankachar,34,581,615,0.055284553,0.944715447,17.08823529,0.055284553,729.9189189,0.842559336
Mar-25,Orissa,Balangir,12,205,217,0.055299539,0.944700461,17.08333333,0.055299539,49.80769231,4.356756757
Jun-25,West Bengal,Nadia,351,5996,6347,0.055301717,0.944698283,17.08262108,0.055301717,3288.702128,1.929940674
Nov-25,Punjab,Fazilka,53,904,957,0.0553814,0.9446186,17.05660377,0.0553814,774.037037,1.236374946
Mar-25,Maharashtra,Bhandara,87,1483,1570,0.055414013,0.944585987,17.04597701,0.055414013,3640.86,0.4312168
Oct-25,Bihar,Nalanda,357,6083,6440,0.055434783,0.944565217,17.03921569,0.055434783,3467.914894,1.857023658
Nov-25,Punjab,Ludhiana,163,2776,2939,0.055461041,0.944538959,17.03067485,0.055461041,774.037037,3.796975932
Feb-25,West Bengal,Darjeeling,79,1345,1424,0.055477528,0.944522472,17.02531646,0.055477528,3096.586957,0.459861137
Mar-25,Haryana,Yamunanagar,1,17,18,0.055555556,0.944444444,17,0.055555556,970.1304348,0.018554206
Sep-25,Jharkhand,Palamau,5,85,90,0.055555556,0.944444444,17,0.055555556,953.4848485,0.094390593
Jul-25,Nagaland,Mokokchung,1,17,18,0.055555556,0.944444444,17,0.055555556,33.5625,0.536312849
Oct-25,Nagaland,Longleng,1,17,18,0.055555556,0.944444444,17,0.055555556,63.76470588,0.282287823
Sep-25,Uttar Pradesh,Jyotiba Phule Nagar,1,17,18,0.055555556,0.944444444,17,0.055555556,2058.060241,0.0087461
Mar-25,Odisha,Baudh,3,51,54,0.055555556,0.944444444,17,0.055555556,840.9285714,0.064214729
Sep-25,Arunachal Pradesh,Upper Siang,3,51,54,0.055555556,0.944444444,17,0.055555556,47.24,1.143099069
Apr-25,Nagaland,Mokokchung,6,102,108,0.055555556,0.944444444,17,0.055555556,72.70588235,1.485436893
Nov-25,Sikkim,West,5,85,90,0.055555556,0.944444444,17,0.055555556,72.8,1.236263736
Sep-25,Rajasthan,Chittaurgarh,2,34,36,0.055555556,0.944444444,17,0.055555556,799.0434783,0.045053869
Aug-25,Sikkim,North Sikkim,2,34,36,0.055555556,0.944444444,17,0.055555556,78.5,0.458598726
Aug-25,Punjab,Ferozepur,31,527,558,0.055555556,0.944444444,17,0.055555556,797.3703704,0.699800269
Nov-25,Orissa,Nayagarh,1,17,18,0.055555556,0.944444444,17,0.055555556,43.32142857,0.415498763
Aug-25,Assam,Tamulpur District,4,68,72,0.055555556,0.944444444,17,0.055555556,1017.135135,0.070787054
Apr-25,Nagaland,Peren,2,34,36,0.055555556,0.944444444,17,0.055555556,72.70588235,0.495145631
Jul-25,Assam,Bajali,1,17,18,0.055555556,0.944444444,17,0.055555556,401.2702703,0.044857547
Feb-25,West Bengal,Kalimpong,5,85,90,0.055555556,0.944444444,17,0.055555556,3096.586957,0.029064257
Jan-25,West Bengal,North 24 Parganas,4344,73834,78178,0.055565504,0.944434496,16.99677716,0.055565504,21813.04,3.584002963
Mar-25,Punjab,Amritsar,119,2021,2140,0.055607477,0.944392523,16.98319328,0.055607477,837.5555556,2.555054391
Nov-25,Chhattisgarh,Dhamtari,53,900,953,0.055613851,0.944386149,16.98113208,0.055613851,936.1794872,1.017967188
May-25,Bihar,Samastipur,332,5633,5965,0.055658005,0.944341995,16.96686747,0.055658005,2844.085106,2.097335268
Oct-25,Assam,South Salmara Mankachar,29,492,521,0.055662188,0.944337812,16.96551724,0.055662188,848.027027,0.614367212
Aug-25,Maharashtra,Gondiya,91,1543,1634,0.055691554,0.944308446,16.95604396,0.055691554,3278.882353,0.498340539
Apr-25,West Bengal,Purulia,17,288,305,0.055737705,0.944262295,16.94117647,0.055737705,3011.52381,0.101277632
May-25,Chhattisgarh,Janjgir-champa,63,1067,1130,0.055752212,0.944247788,16.93650794,0.055752212,577.3333333,1.957274827
Jul-25,West Bengal,Hooghly,203,3438,3641,0.055753914,0.944246086,16.93596059,0.055753914,1605.4,2.267970599
Dec-25,Goa,South Goa,31,525,556,0.055755396,0.944244604,16.93548387,0.055755396,409,1.359413203
Oct-25,Chhattisgarh,Gariyaband,60,1015,1075,0.055813953,0.944186047,16.91666667,0.055813953,1136.666667,0.945747801
Nov-25,Telangana,Warangal Rural,24,406,430,0.055813953,0.944186047,16.91666667,0.055813953,791.3333333,0.543386689
Feb-25,Chhattisgarh,Balrampur,57,964,1021,0.05582762,0.94417238,16.9122807,0.05582762,835.9487179,1.221366787
Apr-25,Haryana,Sirsa,42,710,752,0.055851064,0.944148936,16.9047619,0.055851064,874.2608696,0.860155162
Jun-25,Maharashtra,Wardha,74,1249,1323,0.055933485,0.944066515,16.87837838,0.055933485,3194.039216,0.414209066
Feb-25,Punjab,Patiala,58,978,1036,0.055984556,0.944015444,16.86206897,0.055984556,528.2222222,1.961295751
Aug-25,West Bengal,South 24 Parganas,703,11852,12555,0.055993628,0.944006372,16.85917496,0.055993628,3444.666667,3.644764854
Nov-25,Odisha,Baleshwar,21,354,375,0.056,0.944,16.85714286,0.056,683.0238095,0.549029177
Apr-25,Punjab,Tarn Taran,47,792,839,0.05601907,0.94398093,16.85106383,0.05601907,714.4074074,1.174399917
Apr-25,Chhattisgarh,Rajnandgaon,146,2460,2606,0.056024559,0.943975441,16.84931507,0.056024559,1161.769231,2.243130504
Dec-25,Sikkim,East,13,219,232,0.056034483,0.943965517,16.84615385,0.056034483,82.1,2.825822168
Sep-25,Bihar,Nalanda,310,5218,5528,0.056078148,0.943921852,16.83225806,0.056078148,3217.347826,1.718185381
Jan-25,Maharashtra,Ratnagiri,284,4777,5061,0.056115392,0.943884608,16.82042254,0.056115392,24049.42,0.210441666
Jun-25,Maharashtra,Dhule,101,1697,1798,0.056173526,0.943826474,16.8019802,0.056173526,3194.039216,0.562923583
Sep-25,West Bengal,Kalimpong,5,84,89,0.056179775,0.943820225,16.8,0.056179775,2100.195122,0.042377015
Dec-25,Karnataka,Davanagere,10,168,178,0.056179775,0.943820225,16.8,0.056179775,950.1923077,0.1873305
Oct-25,Orissa,Puri,5,84,89,0.056179775,0.943820225,16.8,0.056179775,35.16129032,2.531192661
Feb-25,Chhattisgarh,Sarangarh-Bilaigarh,17,285,302,0.056291391,0.943708609,16.76470588,0.056291391,835.9487179,0.36126618
Apr-25,West Bengal,Barddhaman,427,7156,7583,0.056310167,0.943689833,16.7587822,0.056310167,3011.52381,2.517994371
Jan-25,Andhra Pradesh,Nalgonda,203,3401,3604,0.056326304,0.943673696,16.75369458,0.056326304,22252.75556,0.16195747
Dec-25,Jharkhand,Kodarma,8,134,142,0.056338028,0.943661972,16.75,0.056338028,1310.909091,0.108321775
Aug-25,Bihar,Purnia,394,6596,6990,0.056366237,0.943633763,16.74111675,0.056366237,4772.913043,1.464514425
Apr-25,West Bengal,North 24 Parganas,475,7947,8422,0.056399905,0.943600095,16.73052632,0.056399905,3011.52381,2.796590873
May-25,Maharashtra,Parbhani,76,1271,1347,0.056421678,0.943578322,16.72368421,0.056421678,1259.88,1.069149443
Dec-25,Gujarat,Rajkot,194,3244,3438,0.056428156,0.943571844,16.72164948,0.056428156,1323.948718,2.596777317
Sep-25,West Bengal,South 24 Parganas,359,6001,6360,0.056446541,0.943553459,16.71587744,0.056446541,2100.195122,3.028290054
Dec-25,Rajasthan,Jhunjhunu,7,117,124,0.056451613,0.943548387,16.71428571,0.056451613,1333.282609,0.093003538
Jul-25,West Bengal,Dakshin Dinajpur,96,1603,1699,0.056503826,0.943496174,16.69791667,0.056503826,1605.4,1.058303227
May-25,Assam,Baksa,26,434,460,0.056521739,0.943478261,16.69230769,0.056521739,729.9189189,0.630206983
Nov-25,Maharashtra,Bhandara,51,851,902,0.05654102,0.94345898,16.68627451,0.05654102,3061.490196,0.29462776
Dec-25,West Bengal,Dakshin Dinajpur,241,4021,4262,0.056546222,0.943453778,16.6846473,0.056546222,3227.456522,1.320544513
Mar-25,West Bengal,North 24 Parganas,434,7236,7670,0.056584094,0.943415906,16.67281106,0.056584094,2158.977273,3.552608032
May-25,West Bengal,Darjeeling,64,1067,1131,0.056587091,0.943412909,16.671875,0.056587091,1941.363636,0.582580192
Dec-25,Nagaland,Kiphire,3,50,53,0.056603774,0.943396226,16.66666667,0.056603774,59.94117647,0.884200196
May-25,Jharkhand,Sahibganj,3,50,53,0.056603774,0.943396226,16.66666667,0.056603774,554.8181818,0.09552679
Apr-25,Karnataka,yadgir,6,100,106,0.056603774,0.943396226,16.66666667,0.056603774,860.6730769,0.123159424
Dec-25,Madhya Pradesh,East Nimar,17,283,300,0.056666667,0.943333333,16.64705882,0.056666667,1017.816667,0.294748563
Jan-25,Chhattisgarh,Bemetara,1540,25632,27172,0.05667599,0.94332401,16.64415584,0.05667599,25886.46154,1.049660648
Dec-25,Karnataka,Mysore,50,832,882,0.056689342,0.943310658,16.64,0.056689342,950.1923077,0.928233151
Aug-25,Punjab,Faridkot,19,316,335,0.056716418,0.943283582,16.63157895,0.056716418,797.3703704,0.420130986
Dec-25,Punjab,Fatehgarh Sahib,24,399,423,0.056737589,0.943262411,16.625,0.056737589,891.6666667,0.474392523
Oct-25,West Bengal,South 24 Parganas,665,11053,11718,0.056750299,0.943249701,16.62105263,0.056750299,3190.674419,3.672577788
Aug-25,West Bengal,Nadia,420,6977,7397,0.056779776,0.943220224,16.61190476,0.056779776,3444.666667,2.147377589
Feb-25,Maharashtra,Mumbai,131,2176,2307,0.056783702,0.943216298,16.61068702,0.056783702,1206.96,1.9114138
Nov-25,Tamil Nadu,Viluppuram,71,1179,1250,0.0568,0.9432,16.6056338,0.0568,1545.511628,0.808793656
Jun-25,Punjab,Bathinda,65,1079,1144,0.056818182,0.943181818,16.6,0.056818182,606.1111111,1.887442713
Jun-25,Bihar,West Champaran,470,7792,8262,0.056886952,0.943113048,16.5787234,0.056886952,3243.978261,2.546872801
Apr-25,Maharashtra,Thane,767,12702,13469,0.056945579,0.943054421,16.56062581,0.056945579,3964.18,3.39767619
Mar-25,Karnataka,Davanagere,9,149,158,0.056962025,0.943037975,16.55555556,0.056962025,796.4038462,0.198391809
Dec-25,Odisha,Jagatsinghpur,11,182,193,0.056994819,0.943005181,16.54545455,0.056994819,683.5116279,0.28236535
Sep-25,Jharkhand,Seraikela-kharsawan,11,182,193,0.056994819,0.943005181,16.54545455,0.056994819,953.4848485,0.202415382
May-25,Bihar,Purnia,245,4051,4296,0.057029795,0.942970205,16.53469388,0.057029795,2844.085106,1.510503322
Mar-25,Jammu and Kashmir,Udhampur,15,248,263,0.057034221,0.942965779,16.53333333,0.057034221,291.0434783,0.903645055
Feb-25,Jharkhand,Jamtara,44,727,771,0.057068742,0.942931258,16.52272727,0.057068742,958.969697,0.803987866
Jan-25,Uttar Pradesh,Balrampur,1411,23284,24695,0.057137072,0.942862928,16.50177179,0.057137072,38974.28571,0.633622902
Nov-25,Andhra Pradesh,Karim Nagar,2,33,35,0.057142857,0.942857143,16.5,0.057142857,1218.622222,0.02872096
Feb-25,Rajasthan,Jalore,2,33,35,0.057142857,0.942857143,16.5,0.057142857,812.0217391,0.043102294
May-25,Rajasthan,Deeg ,2,33,35,0.057142857,0.942857143,16.5,0.057142857,786.8043478,0.04448374
Oct-25,Sikkim,West,4,66,70,0.057142857,0.942857143,16.5,0.057142857,70.9,0.987306065
Jan-25,Maharashtra,Kolhapur,1087,17920,19007,0.057189457,0.942810543,16.48574057,0.057189457,24049.42,0.79033091
Feb-25,Maharashtra,Ratnagiri,35,577,612,0.057189542,0.942810458,16.48571429,0.057189542,1206.96,0.507059057
Nov-25,West Bengal,Uttar Dinajpur,397,6543,6940,0.057204611,0.942795389,16.48110831,0.057204611,2751.222222,2.522515246
Mar-25,Maharashtra,Amravati,185,3048,3233,0.057222394,0.942777606,16.47567568,0.057222394,3640.86,0.887977016
Jul-25,Assam,Jorhat,19,313,332,0.057228916,0.942771084,16.47368421,0.057228916,401.2702703,0.827372533
Nov-25,Odisha,Jagatsinghpur,9,148,157,0.057324841,0.942675159,16.44444444,0.057324841,683.0238095,0.229860215
Jun-25,West Bengal,Bankura,458,7531,7989,0.057328827,0.942671173,16.44323144,0.057328827,3288.702128,2.429225783
Aug-25,West Bengal,Barddhaman,545,8958,9503,0.05735031,0.94264969,16.43669725,0.05735031,3444.666667,2.7587575
Jun-25,Maharashtra,Dharashiv,7,115,122,0.057377049,0.942622951,16.42857143,0.057377049,3194.039216,0.03819615
Jun-25,Bihar,Saharsa,163,2677,2840,0.057394366,0.942605634,16.42331288,0.057394366,3243.978261,0.875468259
Nov-25,Bihar,Araria,208,3416,3624,0.057395143,0.942604857,16.42307692,0.057395143,2778.347826,1.30437232
Sep-25,West Bengal,Darjeeling,64,1051,1115,0.057399103,0.942600897,16.421875,0.057399103,2100.195122,0.530903052
Sep-25,Punjab,Rupnagar,12,197,209,0.057416268,0.942583732,16.41666667,0.057416268,488.8888889,0.4275
Dec-25,Kerala,Malappuram,338,5548,5886,0.057424397,0.942575603,16.41420118,0.057424397,1991.733333,2.955214888
Jan-25,Assam,South Salmara Mankachar,517,8481,8998,0.057457213,0.942542787,16.40425532,0.057457213,7744.675676,1.161830447
Oct-25,Meghalaya,East Garo Hills,10,164,174,0.057471264,0.942528736,16.4,0.057471264,208.9230769,0.832842415
Sep-25,Chhattisgarh,Balrampur,76,1246,1322,0.057488654,0.942511346,16.39473684,0.057488654,935.3589744,1.413361112
Jul-25,Nagaland,Dimapur,8,131,139,0.057553957,0.942446043,16.375,0.057553957,33.5625,4.141527002
Jun-25,Chhattisgarh,Sarangarh-Bilaigarh,19,311,330,0.057575758,0.942424242,16.36842105,0.057575758,803.2051282,0.410853951
Jul-25,Jharkhand,Ramgarh,22,360,382,0.057591623,0.942408377,16.36363636,0.057591623,474.6060606,0.804878049
Jan-25,West Bengal,Darjeeling,694,11351,12045,0.057617269,0.942382731,16.35590778,0.057617269,21813.04,0.552192633
Apr-25,Assam,South Salmara Mankachar,37,605,642,0.057632399,0.942367601,16.35135135,0.057632399,908,0.707048458
Jun-25,Jammu and Kashmir,Udhampur,29,474,503,0.057654076,0.942345924,16.34482759,0.057654076,430.0869565,1.169530934
Jan-25,Chhattisgarh,Dhamtari,1252,20462,21714,0.057658653,0.942341347,16.34345048,0.057658653,25886.46154,0.838816845
Aug-25,Tamil Nadu,Viluppuram,97,1585,1682,0.057669441,0.942330559,16.34020619,0.057669441,1757.953488,0.95679437
Sep-25,Assam,Tamulpur District,3,49,52,0.057692308,0.942307692,16.33333333,0.057692308,600,0.086666667
Apr-25,Sikkim,East,12,196,208,0.057692308,0.942307692,16.33333333,0.057692308,83.55555556,2.489361702
Nov-25,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,3,49,52,0.057692308,0.942307692,16.33333333,0.057692308,27.33333333,1.902439024
May-25,Maharashtra,Osmanabad,48,784,832,0.057692308,0.942307692,16.33333333,0.057692308,1259.88,0.660380354
Jul-25,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,9,147,156,0.057692308,0.942307692,16.33333333,0.057692308,390.6666667,0.399317406
Apr-25,Assam,Udalguri,39,637,676,0.057692308,0.942307692,16.33333333,0.057692308,908,0.744493392
Sep-25,Bihar,Bhojpur,324,5286,5610,0.057754011,0.942245989,16.31481481,0.057754011,3217.347826,1.743672212
Aug-25,Karnataka,Chickmagalur,26,424,450,0.057777778,0.942222222,16.30769231,0.057777778,1028.730769,0.437432235
Nov-25,Chhattisgarh,Sakti,20,326,346,0.057803468,0.942196532,16.3,0.057803468,936.1794872,0.369587248
Oct-25,Punjab,Ludhiana,142,2314,2456,0.05781759,0.94218241,16.29577465,0.05781759,596.9259259,4.114413352
Jul-25,Kerala,Wayanad,17,277,294,0.057823129,0.942176871,16.29411765,0.057823129,1052.8,0.279255319
Feb-25,Maharashtra,Gondiya,41,668,709,0.057827927,0.942172073,16.29268293,0.057827927,1206.96,0.587426261
Mar-25,Punjab,Ludhiana,199,3241,3440,0.057848837,0.942151163,16.28643216,0.057848837,837.5555556,4.107190236
Dec-25,Meghalaya,East Garo Hills,7,114,121,0.05785124,0.94214876,16.28571429,0.05785124,174.3333333,0.694072658
Mar-25,Punjab,Hoshiarpur,64,1042,1106,0.057866184,0.942133816,16.28125,0.057866184,837.5555556,1.320509419
Feb-25,Maharashtra,Kolhapur,94,1530,1624,0.057881773,0.942118227,16.27659574,0.057881773,1206.96,1.345529264
Apr-25,Punjab,Shaheed Bhagat Singh Nagar,15,244,259,0.057915058,0.942084942,16.26666667,0.057915058,714.4074074,0.362538234
Apr-25,Maharashtra,Ratnagiri,118,1918,2036,0.057956778,0.942043222,16.25423729,0.057956778,3964.18,0.513599282
Jan-25,Tripura,South Tripura,638,10370,11008,0.057957849,0.942042151,16.2539185,0.057957849,4924.444444,2.235379061
Feb-25,Punjab,Hoshiarpur,40,650,690,0.057971014,0.942028986,16.25,0.057971014,528.2222222,1.306268406
Apr-25,Kerala,Alappuzha,86,1396,1482,0.05802969,0.94197031,16.23255814,0.05802969,1989.866667,0.744773519
Sep-25,Uttar Pradesh,Barabanki,9,146,155,0.058064516,0.941935484,16.22222222,0.058064516,2058.060241,0.075313636
Jan-25,Chhattisgarh,Baloda Bazar,2964,48071,51035,0.05807779,0.94192221,16.2182861,0.05807779,25886.46154,1.971493861
Dec-25,Nagaland,Dimapur,14,227,241,0.058091286,0.941908714,16.21428571,0.058091286,59.94117647,4.02060844
Aug-25,Punjab,Ludhiana,191,3094,3285,0.058143075,0.941856925,16.19895288,0.058143075,797.3703704,4.119791909
Aug-25,West Bengal,Howrah,293,4746,5039,0.058146458,0.941853542,16.19795222,0.058146458,3444.666667,1.462841107
Aug-25,Maharashtra,Nashik,521,8438,8959,0.058153812,0.941846188,16.19577735,0.058153812,3278.882353,2.732333471
Feb-25,Chhattisgarh,Raigarh,101,1635,1736,0.058179724,0.941820276,16.18811881,0.058179724,835.9487179,2.076682412
Mar-25,Punjab,Ferozepur,28,453,481,0.058212058,0.941787942,16.17857143,0.058212058,837.5555556,0.574290263
Jan-25,Uttar Pradesh,Unnao,2498,40387,42885,0.058248805,0.941751195,16.16773419,0.058248805,38974.28571,1.100340884
Feb-25,Punjab,Amritsar,85,1374,1459,0.058259082,0.941740918,16.16470588,0.058259082,528.2222222,2.762095078
Feb-25,Bihar,Katihar,327,5284,5611,0.058278382,0.941721618,16.15902141,0.058278382,3481.6,1.611615349
