state,district,month,bio_age_5_17,bio_age_17_plus,total_bio_updates,child_to_adult_ratio,child_bio_share,Bio_Stress_Index
Gujarat,Bhavnagar,2025-12,7087,7239,14326,0.979002624671916,0.4946949602122016,1.4879434283722832
Gujarat,Botad,2025-03,1347,831,2178,1.6209386281588447,0.6184573002754821,0.22621393180195679
Gujarat,Botad,2025-04,909,636,1545,1.429245283018868,0.5883495145631068,0.16046856043802718
Gujarat,Botad,2025-05,1370,752,2122,1.821808510638298,0.6456173421300659,0.22039759563074024
Gujarat,Botad,2025-06,1598,889,2487,1.797525309336333,0.6425412143144351,0.25830764388956223
Gujarat,Botad,2025-07,2184,1115,3299,1.958744394618834,0.6620187935738102,0.3426445183722017
Gujarat,Botad,2025-09,814,536,1350,1.5186567164179106,0.6029629629629629,0.14021524698468396
Gujarat,Botad,2025-10,246,180,426,1.3666666666666667,0.5774647887323944,0.04424570015961138
Gujarat,Botad,2025-11,725,443,1168,1.636568848758465,0.6207191780821918,0.12131215442823026
Gujarat,Botad,2025-12,1163,518,1681,2.2451737451737452,0.6918500892325996,0.17459394828241015
Gujarat,Chhotaudepur,2025-03,1551,1799,3350,0.8621456364647027,0.46298507462686567,0.3479415388138454
Gujarat,Chhotaudepur,2025-04,2427,2256,4683,1.0757978723404256,0.518257527226137,0.48639111231798143
Gujarat,Chhotaudepur,2025-05,3901,2781,6682,1.4027328299172959,0.5838072433403173,0.6940135410012283
Gujarat,Chhotaudepur,2025-06,2707,1873,4580,1.4452749599572878,0.5910480349344979,0.47569320828877965
Gujarat,Chhotaudepur,2025-07,3381,2290,5671,1.476419213973799,0.5961911479456886,0.5890079004815871
Gujarat,Chhotaudepur,2025-09,1568,1495,3063,1.048829431438127,0.5119164218086842,0.31813281593636067
Gujarat,Chhotaudepur,2025-10,401,386,787,1.038860103626943,0.5095298602287166,0.08174029583477502
Gujarat,Chhotaudepur,2025-11,1023,920,1943,1.1119565217391305,0.5265054040144107,0.2018060925120303
Gujarat,Chhotaudepur,2025-12,1644,1399,3043,1.1751250893495353,0.5402563259940848,0.3160555530180691
Gujarat,Dahod,2025-03,6531,7658,14189,0.8528336380255942,0.4602861371484953,1.4737141773819855
Gujarat,Dahod,2025-04,7920,8011,15931,0.9886406191486706,0.49714393321197664,1.6546437775651852
Gujarat,Dahod,2025-05,8377,6855,15232,1.2220277169948943,0.5499606092436975,1.5820434385708932
Gujarat,Dahod,2025-06,8612,6286,14898,1.3700286350620425,0.5780641696872063,1.5473531478354232
Gujarat,Dahod,2025-07,12063,8390,20453,1.437783075089392,0.5897912286706106,2.124312923390919
Gujarat,Dahod,2025-09,6174,5567,11741,1.1090353871025687,0.5258495869176391,1.219457196183092
Gujarat,Dahod,2025-10,1134,1590,2724,0.7132075471698113,0.41629955947136565,0.2829232094713178
Gujarat,Dahod,2025-11,3717,4769,8486,0.7794086810652129,0.4380155550318171,0.8813826562311319
Gujarat,Dahod,2025-12,5708,6313,12021,0.9041660066529383,0.47483570418434407,1.2485388770391745
Gujarat,Devbhumi Dwarka,2025-03,1829,932,2761,1.9624463519313304,0.6624411445128576,0.2867661458701573
Gujarat,Devbhumi Dwarka,2025-04,2361,1003,3364,2.353938185443669,0.7018430439952438,0.3493956228566495
Gujarat,Devbhumi Dwarka,2025-05,2476,1165,3641,2.1253218884120173,0.6800329579785773,0.37816571427498835
Gujarat,Devbhumi Dwarka,2025-06,2545,1141,3686,2.2304995617879055,0.6904503526858383,0.3828395558411445
Gujarat,Devbhumi Dwarka,2025-07,2541,1343,3884,1.8920327624720774,0.6542224510813595,0.40340445873223146
Gujarat,Devbhumi Dwarka,2025-09,1236,773,2009,1.5989650711513583,0.6152314584370333,0.20866106014239263
Gujarat,Devbhumi Dwarka,2025-10,324,203,527,1.5960591133004927,0.6148007590132827,0.05473587789698403
Gujarat,Devbhumi Dwarka,2025-11,943,384,1327,2.4557291666666665,0.7106254709871892,0.1378263946286486
Gujarat,Devbhumi Dwarka,2025-12,3562,703,4265,5.066856330014224,0.8351699882766705,0.4429763173256867
Gujarat,Dohad,2025-03,192,1688,1880,0.11374407582938388,0.10212765957446808,0.19526271431941172
Gujarat,Dohad,2025-04,367,1988,2355,0.1846076458752515,0.15583864118895965,0.24459770862883756
Gujarat,Dohad,2025-05,354,1586,1940,0.223203026481715,0.1824742268041237,0.20149450307428657
Gujarat,Dohad,2025-06,320,1476,1796,0.21680216802168023,0.17817371937639198,0.18653821006258695
Gujarat,Dohad,2025-07,379,2093,2472,0.18107978977544195,0.15331715210355987,0.2567496967008435
Gujarat,Dohad,2025-09,225,1359,1584,0.16556291390728478,0.14204545454545456,0.16451922312869582
Gujarat,Dohad,2025-10,56,413,469,0.13559322033898305,0.11940298507462686,0.04871181543393835
Gujarat,Dohad,2025-11,122,1293,1415,0.09435421500386698,0.0862190812720848,0.1469663514691317
Gujarat,Dohad,2025-12,153,1652,1805,0.09261501210653753,0.08476454293628809,0.18747297837581817
Gujarat,Gandhinagar,2025-03,4273,5905,10178,0.7236240474174428,0.4198270780113971,1.0571190991186024
Gujarat,Gandhinagar,2025-04,3978,5229,9207,0.7607573149741824,0.43206256109481916,0.9562679844355445
Gujarat,Gandhinagar,2025-05,5323,6353,11676,0.8378718715567448,0.45589242891401166,1.2127060916986443
Gujarat,Gandhinagar,2025-06,5724,6342,12066,0.902554399243141,0.47439085032322226,1.2532127186053308
Gujarat,Gandhinagar,2025-07,6010,7241,13251,0.829995856925839,0.45355067542072297,1.3762905465141089
Gujarat,Gandhinagar,2025-09,2555,3614,6169,0.706972883231876,0.4141676122548225,0.6407317471470484
Gujarat,Gandhinagar,2025-10,565,897,1462,0.6298773690078038,0.38645690834473323,0.151847919327117
Gujarat,Gandhinagar,2025-11,2068,2998,5066,0.6897931954636425,0.40821160679036717,0.5261706972032658
Gujarat,Gandhinagar,2025-12,3190,4299,7489,0.7420330309374273,0.4259580718386968,0.7778310997542949
Gujarat,Gir Somnath,2025-03,2574,1707,4281,1.507908611599297,0.6012613875262789,0.44463812766032
Gujarat,Gir Somnath,2025-04,2439,1721,4160,1.4171993027309704,0.5862980769230769,0.43207068700465573
Gujarat,Gir Somnath,2025-05,2737,1688,4425,1.6214454976303319,0.6185310734463276,0.4595944206720196
Gujarat,Gir Somnath,2025-06,2978,1744,4722,1.7075688073394495,0.6306649724692927,0.4904417750086501
Gujarat,Gir Somnath,2025-07,4119,2521,6640,1.6338754462514875,0.6203313253012048,0.6896512888728159
Gujarat,Gir Somnath,2025-09,1564,1065,2629,1.468544600938967,0.5949030049448459,0.2730562106094327
Gujarat,Gir Somnath,2025-10,635,385,1020,1.6493506493506493,0.6225490196078431,0.10594040883287231
Gujarat,Gir Somnath,2025-11,1801,826,2627,2.1803874092009687,0.6855728968405025,0.2728484843176035
Gujarat,Gir Somnath,2025-12,5053,1209,6262,4.17948717948718,0.806930693069307,0.6503910197171043
Gujarat,Jamnagar,2025-03,4794,5215,10009,0.9192713326941515,0.47896892796483165,1.0395662274590383
Gujarat,Jamnagar,2025-04,3999,4706,8705,0.8497662558436039,0.45939115450890294,0.904128685186425
Gujarat,Jamnagar,2025-05,7695,6573,14268,1.170698311273391,0.5393187552565181,1.4819193659092376
Gujarat,Jamnagar,2025-06,6281,5681,11962,1.105615208590037,0.5250794181574987,1.2424109514302144
Gujarat,Jamnagar,2025-07,5884,6033,11917,0.9753025029007127,0.4937484266174373,1.2377371098640582
Gujarat,Jamnagar,2025-09,2925,3416,6341,0.8562646370023419,0.4612837091941334,0.6585962082443563
Gujarat,Jamnagar,2025-10,1054,1182,2236,0.8917089678510999,0.47137745974955275,0.23223799426500244
Gujarat,Jamnagar,2025-11,2911,2948,5859,0.987449118046133,0.49684246458440007,0.6085341719135283
Gujarat,Jamnagar,2025-12,5347,4458,9805,1.199416778824585,0.5453340132585416,1.0183781456924639
Gujarat,Junagadh,2025-03,3500,8433,11933,0.41503616743744814,0.29330428224252075,1.2393989201986915
Gujarat,Junagadh,2025-04,3163,8036,11199,0.39360378297660525,0.2824359317796232,1.1631633710973892
Gujarat,Junagadh,2025-05,4568,9031,13599,0.5058133097109955,0.33590705198911686,1.412434921292383
Gujarat,Junagadh,2025-06,4619,9540,14159,0.4841719077568134,0.3262236033618193,1.470598283004548
Gujarat,Junagadh,2025-07,6139,12136,18275,0.5058503625576797,0.3359233926128591,1.8980989915889623
Gujarat,Junagadh,2025-09,2334,5974,8308,0.3906930030130566,0.28093403948001927,0.8628950162583365
Gujarat,Junagadh,2025-10,892,2000,2892,0.446,0.3084370677731674,0.3003722179849674
Gujarat,Junagadh,2025-11,2566,5417,7983,0.4736939265275983,0.32143304522109484,0.8291394938360978
Gujarat,Junagadh,2025-12,6214,8110,14324,0.7662145499383477,0.4338173694498743,1.487735702080454
Gujarat,Kachchh,2025-03,9380,6902,16282,1.359026369168357,0.5760963026655203,1.691099741781203
Gujarat,Kachchh,2025-04,9160,7044,16204,1.3003975014196478,0.5652925203653419,1.6829984163998657
Gujarat,Kachchh,2025-05,10768,8013,18781,1.3438162985149134,0.5733454022682498,1.9506537434217401
Gujarat,Kachchh,2025-06,10676,8032,18708,1.329183266932271,0.5706649561684841,1.9430717337699759
Gujarat,Kachchh,2025-07,9795,10118,19913,0.9680766949990116,0.4918897202832321,2.0682268245970454
Gujarat,Kachchh,2025-09,3459,4035,7494,0.8572490706319703,0.4615692554043235,0.7783504154838677
Gujarat,Kachchh,2025-10,1557,1684,3241,0.9245843230403801,0.48040728170317804,0.33662045590915607
Gujarat,Kachchh,2025-11,4349,4369,8718,0.9954222934309911,0.4988529479238357,0.9054789060833146
Gujarat,Kachchh,2025-12,8226,6394,14620,1.286518611197998,0.5626538987688099,1.5184791932711699
Gujarat,Kheda,2025-03,6929,10058,16987,0.6889043547424936,0.40790015894507564,1.7643232596509824
Gujarat,Kheda,2025-04,5900,7903,13803,0.7465519423003922,0.4274433094254872,1.4336230030589574
Gujarat,Kheda,2025-05,6775,7951,14726,0.8520940762168281,0.4600706233872063,1.5294886867381154
Gujarat,Kheda,2025-06,8100,9083,17183,0.8917758449851371,0.47139614735494384,1.7846804362502402
Gujarat,Kheda,2025-07,8445,11058,19503,0.7637004883342376,0.4330103061067528,2.0256429347720672
Gujarat,Kheda,2025-09,4071,6805,10876,0.5982365907421014,0.3743104082383229,1.1296155749669798
Gujarat,Kheda,2025-10,1034,2120,3154,0.4877358490566038,0.3278376664552949,0.32758436221458753
Gujarat,Kheda,2025-11,2839,5461,8300,0.5198681560153818,0.34204819277108434,0.8620641110910199
Gujarat,Kheda,2025-12,5642,6987,12629,0.8074996421926435,0.4467495446987093,1.3116876697552398
Gujarat,Mahesana,2025-03,5066,7773,12839,0.6517432136884086,0.3945790170574032,1.3334989303973017
Gujarat,Mahesana,2025-04,3672,5662,9334,0.6485340868950901,0.39340047139490036,0.9694586039666963
Gujarat,Mahesana,2025-05,5382,7238,12620,0.7435755733628074,0.42646592709984155,1.3107529014420085
Gujarat,Mahesana,2025-06,7017,7975,14992,0.8798746081504702,0.4680496264674493,1.5571162835513939
Gujarat,Mahesana,2025-07,9271,10661,19932,0.8696182346871776,0.4651314469195264,2.0702002243694224
Gujarat,Mahesana,2025-09,3641,5251,8892,0.6933917349076366,0.40946918578497526,0.9235510934724516
Gujarat,Mahesana,2025-10,898,1571,2469,0.5716104392106939,0.36371000405022275,0.25643810726309973
Gujarat,Mahesana,2025-11,2669,4504,7173,0.5925843694493783,0.37208978112365815,0.7450103456452873
Gujarat,Mahesana,2025-12,5338,6324,11662,0.8440860215053764,0.4577259475218659,1.2112520076558402
Gujarat,Mahisagar,2025-03,1999,1808,3807,1.105641592920354,0.5250853690570003,0.3954069964968087
Gujarat,Mahisagar,2025-04,1745,1517,3262,1.150296638101516,0.5349478847332925,0.33880158197336224
Gujarat,Mahisagar,2025-05,2174,1643,3817,1.3231892878880098,0.5695572439088289,0.39644562795595456
Gujarat,Mahisagar,2025-06,2534,1604,4138,1.5798004987531171,0.612373127114548,0.42978569779453496
Gujarat,Mahisagar,2025-07,3581,2104,5685,1.701996197718631,0.6299032541776605,0.5904619845243912
Gujarat,Mahisagar,2025-09,1539,1420,2959,1.0838028169014085,0.5201081446434607,0.3073310487612443
Gujarat,Mahisagar,2025-10,495,407,902,1.2162162162162162,0.5487804878048781,0.0936845576149518
Gujarat,Mahisagar,2025-11,1315,903,2218,1.4562569213732004,0.5928764652840397,0.23036845763854
Gujarat,Mahisagar,2025-12,2660,1504,4164,1.7686170212765957,0.6388088376560999,0.43248613958831406
Gujarat,Morbi,2025-03,2220,1289,3509,1.722265321955004,0.6326588771729837,0.3644557790142637
Gujarat,Morbi,2025-04,2887,1336,4223,2.160928143712575,0.6836372247217618,0.4386140651972743
Gujarat,Morbi,2025-05,3969,1670,5639,2.3766467065868264,0.7038482000354673,0.5856842798123206
Gujarat,Morbi,2025-06,3322,1539,4861,2.1585445094217026,0.6833984776794898,0.5048787522907768
Gujarat,Morbi,2025-07,3536,1730,5266,2.04393063583815,0.6714774022028105,0.546943326386182
Gujarat,Morbi,2025-09,1380,914,2294,1.5098468271334793,0.6015693112467306,0.23826205672804812
Gujarat,Morbi,2025-10,566,285,851,1.9859649122807017,0.6650998824911868,0.08838753717330818
Gujarat,Morbi,2025-11,1502,744,2246,2.0188172043010755,0.6687444345503116,0.23327662572414826
Gujarat,Morbi,2025-12,2058,932,2990,2.208154506437768,0.6882943143812709,0.3105508062845963
Gujarat,Narmada,2025-03,2020,4588,6608,0.44027898866608545,0.3056900726392252,0.6863276682035493
Gujarat,Narmada,2025-04,1836,3207,5043,0.5724976613657624,0.364069006543724,0.5237818448472304
Gujarat,Narmada,2025-05,2301,3087,5388,0.7453838678328474,0.42706013363028955,0.5596146301877608
Gujarat,Narmada,2025-06,2418,2875,5293,0.8410434782608696,0.4568297751747591,0.5497476313258757
Gujarat,Narmada,2025-07,2836,3684,6520,0.7698154180238871,0.4349693251533742,0.6771877113630662
Gujarat,Narmada,2025-09,1259,2056,3315,0.6123540856031129,0.379788838612368,0.34430632870683503
Gujarat,Narmada,2025-10,353,672,1025,0.5252976190476191,0.344390243902439,0.10645972456244522
Gujarat,Narmada,2025-11,894,1413,2307,0.6326963906581741,0.38751625487646296,0.23961227762493767
Gujarat,Narmada,2025-12,1416,2283,3699,0.6202365308804205,0.38280616382806165,0.384189776738034
Gujarat,Navsari,2025-03,2369,2679,5048,0.8842851810377006,0.46929477020602217,0.5243011605768034
Gujarat,Navsari,2025-04,2813,2655,5468,1.0595103578154426,0.5144476956839795,0.5679236818609272
Gujarat,Navsari,2025-05,2904,2740,5644,1.0598540145985402,0.5145287030474841,0.5862035955418935
Gujarat,Navsari,2025-06,2944,2731,5675,1.0779934090076895,0.5187665198237885,0.5894233530652455
Gujarat,Navsari,2025-07,4341,3427,7768,1.2667055733878028,0.5588311019567456,0.8068089174644629
Gujarat,Navsari,2025-09,2402,1871,4273,1.2838054516301443,0.5621343318511585,0.44380722249300336
Gujarat,Navsari,2025-10,934,768,1702,1.2161458333333333,0.5487661574618097,0.17677507434661635
Gujarat,Navsari,2025-11,2388,2275,4663,1.0496703296703296,0.5121166630924298,0.4843138493996898
Gujarat,Navsari,2025-12,3073,2238,5311,1.373100983020554,0.5786104311805687,0.5516171679523381
Gujarat,Panch Mahals,2025-09,5,67,72,0.07462686567164178,0.06944444444444445,0.007478146505849811
Gujarat,Panch Mahals,2025-10,2,40,42,0.05,0.047619047619047616,0.00436225212841239
Gujarat,Panch Mahals,2025-11,6,99,105,0.06060606060606061,0.05714285714285714,0.010905630321030974
Gujarat,Panch Mahals,2025-12,9,99,108,0.09090909090909091,0.08333333333333333,0.011217219758774715
Gujarat,Panchmahals,2025-03,3743,9258,13001,0.404298984661914,0.28790093069763867,1.3503247600354638
Gujarat,Panchmahals,2025-04,3091,6898,9989,0.44810089881124965,0.30944038442286514,1.0374889645407466
Gujarat,Panchmahals,2025-05,4063,7124,11187,0.5703256597417181,0.36318941628676144,1.1619170133464143
Gujarat,Panchmahals,2025-06,4932,7327,12259,0.6731267913197762,0.4023166653071213,1.2732583057668447
Gujarat,Panchmahals,2025-07,7221,10909,18130,0.6619305160876341,0.39829012686155546,1.883038835431348
Gujarat,Panchmahals,2025-09,4081,6951,11032,0.5871097683786506,0.3699238578680203,1.1458182257296543
Gujarat,Panchmahals,2025-10,1260,2338,3598,0.5389221556886228,0.35019455252918286,0.37369959900066135
Gujarat,Panchmahals,2025-11,3540,5466,9006,0.6476399560922064,0.3930712858094604,0.9353914921067138
Gujarat,Panchmahals,2025-12,7258,9308,16566,0.7797593467984529,0.4381262827477967,1.720596875220944
Gujarat,Patan,2025-03,3086,4716,7802,0.6543681085665819,0.3955396052294283,0.8103402644255586
Gujarat,Patan,2025-04,3491,4618,8109,0.7559549588566479,0.430509310642496,0.8422262502213349
Gujarat,Patan,2025-05,4496,4617,9113,0.9737925059562487,0.493361132448151,0.946504848719574
Gujarat,Patan,2025-06,5327,5133,10460,1.0377946619910383,0.5092734225621415,1.086408506266514
Gujarat,Patan,2025-07,7874,7411,15285,1.0624746997706112,0.5151455675498855,1.587548185304366
Gujarat,Patan,2025-09,2703,4094,6797,0.6602344894968246,0.3976754450492864,0.7059578027814051
Gujarat,Patan,2025-10,921,1043,1964,0.8830297219558965,0.46894093686354377,0.2039872185762365
Gujarat,Patan,2025-11,2201,3021,5222,0.7285666997682887,0.42148602068173113,0.5423733479659404
Gujarat,Patan,2025-12,5036,4161,9197,1.210285988944965,0.5475698597368707,0.9552293529763988
Gujarat,Porbandar,2025-03,1770,2266,4036,0.7811120917917035,0.43855302279484637,0.4191916569112477
Gujarat,Porbandar,2025-04,1716,2165,3881,0.7926096997690532,0.4421540839989693,0.40309286929448773
Gujarat,Porbandar,2025-05,2491,2696,5187,0.9239614243323442,0.4802390591864276,0.5387381378589301
Gujarat,Porbandar,2025-06,2477,2575,5052,0.9619417475728156,0.4903008709422011,0.5247166131604617
Gujarat,Porbandar,2025-07,2587,2872,5459,0.900766016713092,0.47389631800696097,0.5669889135476961
Gujarat,Porbandar,2025-09,958,1284,2242,0.7461059190031153,0.4272970561998216,0.23286117314048993
Gujarat,Porbandar,2025-10,328,494,822,0.6639676113360324,0.39902676399026765,0.08537550594178533
Gujarat,Porbandar,2025-11,696,944,1640,0.7372881355932204,0.424390243902439,0.17033555929991234
Gujarat,Porbandar,2025-12,1234,1432,2666,0.861731843575419,0.4628657164291073,0.2768991470082722
Gujarat,Rajkot,2025-03,9086,10727,19813,0.847021534445791,0.4585877958915863,2.0578405100055877
Gujarat,Rajkot,2025-04,8682,10776,19458,0.8056792873051225,0.4461917977181622,2.0209690932059114
Gujarat,Rajkot,2025-05,13186,13774,26960,0.9573108755626543,0.48909495548961424,2.8001504138570956
Gujarat,Rajkot,2025-06,13013,13217,26230,0.9845653325262919,0.4961113229126954,2.7243303173394517
Gujarat,Rajkot,2025-07,12900,14746,27646,0.8748135087481351,0.46661361498951026,2.871400531954498
Gujarat,Rajkot,2025-09,5701,7224,12925,0.7891749723145072,0.44108317214700193,1.3424311609459556
Gujarat,Rajkot,2025-10,2355,2777,5132,0.8480374504861361,0.45888542478565864,0.5330256648336281
Gujarat,Rajkot,2025-11,6048,6646,12694,0.9100210653024375,0.47644556483377976,1.3184387742396875
Gujarat,Rajkot,2025-12,8551,9302,17853,0.9192646742635993,0.4789671203719263,1.8542687440130092
Gujarat,Sabar Kantha,2025-09,21,133,154,0.15789473684210525,0.13636363636363635,0.01599492447084543
Gujarat,Sabar Kantha,2025-10,7,60,67,0.11666666666666667,0.1044776119402985,0.006958830776276907
Gujarat,Sabar Kantha,2025-11,18,159,177,0.11320754716981132,0.1016949152542373,0.018383776826880784
Gujarat,Sabar Kantha,2025-12,13,206,219,0.06310679611650485,0.0593607305936073,0.022746028955293172
Gujarat,Sabarkantha,2025-03,4116,6512,10628,0.6320638820638821,0.38727888596161086,1.1038575147801637
Gujarat,Sabarkantha,2025-04,4778,5880,10658,0.8125850340136055,0.44830174516794896,1.1069734091576011
Gujarat,Sabarkantha,2025-05,5473,6221,11694,0.8797620961260247,0.4680177868992646,1.2145756283251068
Gujarat,Sabarkantha,2025-06,4923,6161,11084,0.7990585943840286,0.4441537351136774,1.1512191093172126
Gujarat,Sabarkantha,2025-07,7708,10032,17740,0.768341307814992,0.43449830890642616,1.8425322085246616
Gujarat,Sabarkantha,2025-09,3471,5830,9301,0.595368782161235,0.3731856789592517,0.9660311201515152
Gujarat,Sabarkantha,2025-10,772,1491,2263,0.5177733065057009,0.34114007954043307,0.23504229920469613
Gujarat,Sabarkantha,2025-11,1922,4114,6036,0.4671852211959164,0.3184227965540093,0.6269179487404092
Gujarat,Sabarkantha,2025-12,3937,7046,10983,0.558756741413568,0.3584630793043795,1.14072893157984
Gujarat,Surat,2025-03,15243,18852,34095,0.8085614258434118,0.44707435107787064,3.541213959957629
Gujarat,Surat,2025-04,17298,20133,37431,0.8591864103710326,0.4621303197884107,3.8877014147286704
Gujarat,Surat,2025-05,20703,21712,42415,0.9535280029476787,0.48810562301072735,4.4053553339669405
Gujarat,Surat,2025-06,15387,17757,33144,0.8665315087007941,0.4642469225199131,3.4424401081928626
Gujarat,Surat,2025-07,19993,20692,40685,0.9662188285327663,0.49140961042153125,4.225672091534716
Gujarat,Surat,2025-09,9976,11391,21367,0.8757791238697217,0.46688819207188653,2.219243838756846
Gujarat,Surat,2025-10,5837,4929,10766,1.1842158652870765,0.5421697937952814,1.1181906289163759
Gujarat,Surat,2025-11,16936,13592,30528,1.2460270747498527,0.554769392033543,3.1707341184803197
Gujarat,Surat,2025-12,17455,13713,31168,1.272879749143149,0.5600295174537988,3.2372065318656515
Gujarat,Surendra Nagar,2025-03,7191,7521,14712,0.956122856003191,0.4887846655791191,1.5280346026953113
Gujarat,Surendra Nagar,2025-04,5561,6110,11671,0.9101472995090016,0.4764801645103247,1.2121867759690714
Gujarat,Surendra Nagar,2025-05,6836,7004,13840,0.9760137064534552,0.4939306358381503,1.4374659394577969
Gujarat,Surendra Nagar,2025-06,6611,6782,13393,0.9747861987614274,0.49361606809527364,1.3910391132339794
Gujarat,Surendra Nagar,2025-07,7753,8870,16623,0.8740698985343855,0.4664019731697046,1.7265170745380751
Gujarat,Surendra Nagar,2025-09,3166,4752,7918,0.6662457912457912,0.3998484465774185,0.82238838935165
Gujarat,Surendra Nagar,2025-10,1039,1431,2470,0.7260656883298393,0.4206477732793522,0.25654197040901433
Gujarat,Surendra Nagar,2025-11,2496,3515,6011,0.710099573257468,0.4152387289968391,0.6243213700925446
Gujarat,Surendra Nagar,2025-12,4046,5027,9073,0.8048537895365029,0.44593849884272013,0.9423503228829907
Gujarat,Surendranagar,2025-09,12,150,162,0.08,0.07407407407407407,0.016825829638162072
Gujarat,Surendranagar,2025-10,11,32,43,0.34375,0.2558139534883721,0.0044661152743269705
Gujarat,Surendranagar,2025-11,13,110,123,0.11818181818181818,0.10569105691056911,0.012775166947493427
Gujarat,Surendranagar,2025-12,10,189,199,0.05291005291005291,0.05025125628140704,0.02066876603700156
Gujarat,Tapi,2025-03,1872,3805,5677,0.49198423127463864,0.3297516293817157,0.5896310793570747
Gujarat,Tapi,2025-04,2229,3622,5851,0.6154058531198233,0.3809605195693044,0.6077032667462117
Gujarat,Tapi,2025-05,2307,2764,5071,0.8346599131693199,0.45493985407217513,0.5266900129328388
Gujarat,Tapi,2025-06,1772,2413,4185,0.7343555739743058,0.4234169653524492,0.43466726565252023
Gujarat,Tapi,2025-07,1974,3661,5635,0.5391969407265774,0.35031055900621116,0.5852688272286622
Gujarat,Tapi,2025-09,1696,2157,3853,0.7862772369031061,0.44017648585517777,0.40018470120887945
Gujarat,Tapi,2025-10,494,721,1215,0.6851595006934813,0.4065843621399177,0.12619372228621556
Gujarat,Tapi,2025-11,1407,1645,3052,0.8553191489361702,0.4610091743119266,0.3169903213313003
Gujarat,Tapi,2025-12,2980,2506,5486,1.189146049481245,0.5432008749544295,0.5697932184873897
Gujarat,The Dangs,2025-03,1614,2487,4101,0.6489746682750301,0.393562545720556,0.4259427613956955
Gujarat,The Dangs,2025-04,2183,2392,4575,0.9126254180602007,0.4771584699453552,0.4751738925592067
Gujarat,The Dangs,2025-05,2509,2393,4902,1.048474717927288,0.5118319053447572,0.5091371412732746
Gujarat,The Dangs,2025-06,1608,1590,3198,1.0113207547169811,0.5028142589118199,0.33215434063482907
Gujarat,The Dangs,2025-07,1950,2252,4202,0.8658969804618117,0.4640647310804379,0.43643293913306813
Gujarat,The Dangs,2025-09,1088,1627,2715,0.6687154271665642,0.4007366482504604,0.28198844115808663
Gujarat,The Dangs,2025-10,277,422,699,0.6563981042654028,0.39628040057224606,0.07260033899429191
Gujarat,The Dangs,2025-11,554,883,1437,0.6274065685164213,0.38552540013917885,0.14925134067925247
Gujarat,The Dangs,2025-12,1004,1117,2121,0.8988361683079678,0.47336162187647335,0.22029373248482567
Gujarat,Vadodara,2025-03,7894,17180,25074,0.45948777648428407,0.31482810879795803,2.6042645206621966
Gujarat,Vadodara,2025-04,6897,14900,21797,0.46288590604026847,0.3164196907831353,2.2639049915001155
Gujarat,Vadodara,2025-05,9922,17396,27318,0.5703610025293171,0.3632037484442492,2.8373334200945157
Gujarat,Vadodara,2025-06,9852,17693,27545,0.5568303848979822,0.3576692684697767,2.8609103542171255
Gujarat,Vadodara,2025-07,11765,22924,34689,0.5132175885534811,0.33915650494393035,3.60290866863089
Gujarat,Vadodara,2025-09,5858,10609,16467,0.5521726835705533,0.35574178660351,1.7103144237754004
Gujarat,Vadodara,2025-10,2296,3505,5801,0.6550641940085592,0.3957938286502327,0.6025101094504827
Gujarat,Vadodara,2025-11,7260,10872,18132,0.6677704194260485,0.400397088021178,1.8832465617231773
Gujarat,Vadodara,2025-12,10975,13619,24594,0.8058594610470666,0.4462470521265349,2.554410210623198
Gujarat,Valsad,2025-03,4860,6790,11650,0.7157584683357879,0.4171673819742489,1.2100056499048653
Gujarat,Valsad,2025-04,4813,5971,10784,0.8060626360743594,0.4463093471810089,1.1200601655428384
Gujarat,Valsad,2025-05,5074,5660,10734,0.8964664310954064,0.4727035587851686,1.1148670082471093
Gujarat,Valsad,2025-06,4755,5328,10083,0.892454954954955,0.4715858375483487,1.0472521002567172
Gujarat,Valsad,2025-07,6328,7063,13391,0.8959365708622399,0.47255619445896496,1.3908313869421502
Gujarat,Valsad,2025-09,4491,4024,8515,1.1160536779324055,0.5274221961244862,0.8843946874626547
Gujarat,Valsad,2025-10,1374,1455,2829,0.9443298969072165,0.48568398727465534,0.2938288397923488
Gujarat,Valsad,2025-11,3351,3690,7041,0.908130081300813,0.475926714955262,0.7313004103845627
Gujarat,Valsad,2025-12,4721,4276,8997,1.104069223573433,0.5247304657107925,0.9344567237934825
Haryana,Akhera,2025-11,0,1,1,0.0,0.0,0.00012657035905626205
Haryana,Ambala,2025-03,2853,6773,9626,0.42123135981101434,0.2963847911905257,1.2183662762755785
Haryana,Ambala,2025-04,4249,6898,11147,0.615975645114526,0.3811787925002243,1.4108797924001533
Haryana,Ambala,2025-05,2595,5584,8179,0.46472063037249284,0.31727595060520847,1.0352189667211673
Haryana,Ambala,2025-06,2526,4960,7486,0.5092741935483871,0.33742986908896605,0.9475057078951777
Haryana,Ambala,2025-07,5016,7173,12189,0.699289000418235,0.41151858232832883,1.5427661065367781
Haryana,Ambala,2025-09,2342,3016,5358,0.7765251989389921,0.43710339678984694,0.6781639838234521
Haryana,Ambala,2025-10,1404,2294,3698,0.6120313862249346,0.3796646836127637,0.4680571877900571
Haryana,Ambala,2025-11,2554,4541,7095,0.5624311825589078,0.3599718111346018,0.8980166975041793
Haryana,Ambala,2025-12,3052,4926,7978,0.6195696305318718,0.3825520180496365,1.0097783245508587
